Edge ID,Capacity (vehicles/hour)
:2531794059_0,20.0
:2531794059_1,20.0
:2531794059_2,20.0
:2531794059_9,20.0
:2531794059_3,20.0
:2531794059_4,20.0
:2531794059_5,20.0
:2531794059_10,20.0
:2531794059_11,20.0
:2531794059_6,20.0
:2531794059_7,20.0
:2531794059_8,20.0
:2531794061_0,20.0
:2531794061_1,20.0
:2531794061_2,20.0
:2531794061_3,20.0
:2531794061_4,20.0
:2531794061_5,20.0
:2531794061_9,20.0
:2531794061_6,20.0
:2531794061_7,20.0
:2531794061_8,20.0
:2531794061_10,20.0
:2531794061_11,20.0
:2531794062_0,20.0
:2531794062_1,20.0
:2531794062_2,20.0
:2531794062_9,20.0
:2531794062_10,20.0
:2531794062_3,20.0
:2531794062_4,20.0
:2531794062_5,20.0
:2531794062_6,20.0
:2531794062_7,20.0
:2531794062_8,20.0
:2531794062_11,20.0
:2531794064_0,20.0
:2531794064_1,20.0
:2531794064_2,20.0
:2531794064_9,20.0
:2531794064_10,20.0
:2531794064_3,20.0
:2531794064_4,20.0
:2531794064_5,20.0
:2531794064_6,20.0
:2531794064_7,20.0
:2531794064_8,20.0
:2531794064_11,20.0
:2531794065_0,20.0
:2531794065_1,20.0
:2531794065_2,20.0
:2531794065_3,20.0
:2531794065_4,20.0
:2531794065_5,20.0
:2531794065_6,20.0
:2531794065_7,20.0
:2531794065_16,20.0
:2531794065_17,20.0
:2531794065_8,20.0
:2531794065_9,20.0
:2531794065_10,20.0
:2531794065_11,20.0
:2531794065_12,20.0
:2531794065_13,20.0
:2531794065_14,20.0
:2531794065_15,20.0
:2531794065_18,20.0
:2531794065_19,20.0
:2531794066_0,20.0
:2531794066_1,20.0
:2531794066_2,20.0
:2531794066_3,20.0
:2531794066_4,20.0
:2531794066_5,20.0
:2531794066_6,20.0
:2531794066_7,20.0
:2531794066_16,20.0
:2531794066_17,20.0
:2531794066_8,20.0
:2531794066_9,20.0
:2531794066_10,20.0
:2531794066_11,20.0
:2531794066_12,20.0
:2531794066_13,20.0
:2531794066_14,20.0
:2531794066_15,20.0
:2531794066_18,20.0
:2531794066_19,20.0
:2531794067_0,20.0
:2531794067_1,20.0
:2531794067_2,20.0
:2531794067_9,20.0
:2531794067_3,20.0
:2531794067_4,20.0
:2531794067_5,20.0
:2531794067_10,20.0
:2531794067_11,20.0
:2531794067_6,20.0
:2531794067_7,20.0
:2531794067_8,20.0
:2548898935_0,20.0
:2548898935_1,20.0
:2548898935_2,20.0
:2548898935_3,20.0
:2548898935_4,20.0
:2548898935_5,20.0
:2548898935_6,20.0
:2548898935_7,20.0
:2548898935_16,20.0
:2548898935_17,20.0
:2548898935_8,20.0
:2548898935_9,20.0
:2548898935_10,20.0
:2548898935_11,20.0
:2548898935_12,20.0
:2548898935_13,20.0
:2548898935_14,20.0
:2548898935_15,20.0
:2548898935_18,20.0
:2548898935_19,20.0
:2560121033_0,20.0
:2560121033_1,36.666666666666664
:2652185492_0,30.0
:2652185492_1,30.0
:2655456214_0,20.0
:2655456214_1,20.0
:2655456214_2,20.0
:2655456214_3,73.33333333333333
:2655456217_0,20.0
:2655456217_1,20.0
:2655456217_2,20.0
:2655456217_3,20.0
:2655456217_4,20.0
:2655456217_5,20.0
:2655456217_6,20.0
:2655456217_7,20.0
:2655456217_16,20.0
:2655456217_17,20.0
:2655456217_8,20.0
:2655456217_9,20.0
:2655456217_10,20.0
:2655456217_11,20.0
:2655456217_12,20.0
:2655456217_13,20.0
:2655456217_14,20.0
:2655456217_15,20.0
:2655456217_18,20.0
:2655456217_19,20.0
:2655456223_0,20.0
:2655456223_1,20.0
:2655456223_2,20.0
:2655456223_3,20.0
:2655456223_4,20.0
:2655456223_5,30.0
:2655456223_6,20.0
:2655456223_7,20.0
:2655456223_16,20.0
:2655456223_17,20.0
:2655456223_8,20.0
:2655456223_9,20.0
:2655456223_10,20.0
:2655456223_11,20.0
:2655456223_12,20.0
:2655456223_13,30.0
:2655456223_14,20.0
:2655456223_15,20.0
:2655456223_18,20.0
:2655456223_19,20.0
:2655456225_0,20.0
:2655456225_1,20.0
:2655456225_2,20.0
:2655456225_9,20.0
:2655456225_10,20.0
:2655456225_3,20.0
:2655456225_4,20.0
:2655456225_5,20.0
:2655456225_6,20.0
:2655456225_7,20.0
:2655456225_8,20.0
:2655456225_11,20.0
:2655456492_0,20.0
:2655456492_1,20.0
:2655456492_2,90.0
:2655456492_5,20.0
:2655456499_0,20.0
:2655456499_1,20.0
:2655456499_4,20.0
:2655456499_5,20.0
:2655456499_2,20.0
:2655456499_3,20.0
:2655456503_0,20.0
:2655456503_1,20.0
:2655456503_2,20.0
:2655456503_3,20.0
:2655456503_4,30.0
:2655456503_5,20.0
:2655456503_6,20.0
:2655456503_7,20.0
:2655456503_8,20.0
:2655456505_0,20.0
:2655456505_1,20.0
:2655456505_2,20.0
:2655456505_6,20.0
:2655456505_7,20.0
:2655456505_3,20.0
:2655456505_4,20.0
:2655456505_5,20.0
:2655456576_0,20.0
:2655456576_1,20.0
:2655456576_2,20.0
:2655456576_3,20.0
:2655456576_4,20.0
:2655456576_5,20.0
:2655456576_6,20.0
:2655456576_7,20.0
:2655456576_16,20.0
:2655456576_17,20.0
:2655456576_8,20.0
:2655456576_9,20.0
:2655456576_10,20.0
:2655456576_11,20.0
:2655456576_12,20.0
:2655456576_13,20.0
:2655456576_14,20.0
:2655456576_15,20.0
:2655456576_18,20.0
:2655456576_19,20.0
:2655456578_0,20.0
:2655456578_1,20.0
:2655456578_2,20.0
:2655456578_3,20.0
:2655456578_4,30.0
:2655456578_5,20.0
:2655456578_6,20.0
:2655456578_7,20.0
:2655456578_8,20.0
:2655456583_0,20.0
:2655456583_1,20.0
:2655456583_2,20.0
:2655456583_9,20.0
:2655456583_10,20.0
:2655456583_3,20.0
:2655456583_4,20.0
:2655456583_5,20.0
:2655456583_6,20.0
:2655456583_7,20.0
:2655456583_8,20.0
:2655456583_11,20.0
:2655456589_0,20.0
:2655456589_1,20.0
:2718422019_0,20.0
:2718422020_0,36.666666666666664
:2718422044_0,20.0
:2718422044_1,20.0
:2718422044_4,20.0
:2718422044_2,20.0
:2718422044_3,20.0
:2718422044_5,20.0
:2718422062_0,20.0
:2718422062_1,36.666666666666664
:2718422062_2,20.0
:2718422062_3,20.0
:2718422069_0,20.0
:2718422069_1,20.0
:2718422069_2,20.0
:2718422069_3,20.0
:2718422069_4,20.0
:2718422069_5,20.0
:2718422069_6,20.0
:2718422069_7,20.0
:2718422069_8,20.0
:2718422207_0,20.0
:2718422210_0,20.0
:2718422217_0,20.0
:2718422217_1,20.0
:2718422217_2,20.0
:2718422217_3,20.0
:2718422217_4,20.0
:2718422217_5,20.0
:2718422217_6,20.0
:2718422217_7,20.0
:2718422217_8,20.0
:2718422217_9,20.0
:2718422217_10,20.0
:2718422217_11,20.0
:2718422217_12,20.0
:2718422217_13,20.0
:2718422217_14,20.0
:2718422217_15,20.0
:2718422220_0,20.0
:2718422220_1,20.0
:2718422220_2,20.0
:2718422220_3,20.0
:2718422220_4,30.0
:2718422220_5,20.0
:2718422220_6,20.0
:2718422220_7,20.0
:2718422220_8,20.0
:2718422222_0,20.0
:2718422226_0,20.0
:2718422233_0,20.0
:2718422236_0,20.0
:2718422236_1,20.0
:2718422236_2,20.0
:2718422236_3,20.0
:2718422236_4,20.0
:2718422236_5,20.0
:2718422236_6,20.0
:2718422236_7,20.0
:2718422236_8,20.0
:2718422236_9,20.0
:2718422236_10,20.0
:2718422236_11,20.0
:2718422236_12,20.0
:2718422236_13,20.0
:2718422236_14,20.0
:2718422236_15,20.0
:2718422239_0,20.0
:2718422243_0,20.0
:2718422246_0,20.0
:2718422246_1,20.0
:2718422246_2,20.0
:2718422246_3,20.0
:2718422246_4,20.0
:2718422246_5,20.0
:2718422246_6,20.0
:2718422246_7,20.0
:2718422246_8,20.0
:2718422246_9,20.0
:2718422246_10,20.0
:2718422246_11,20.0
:2718422246_12,20.0
:2718422246_13,20.0
:2718422246_14,20.0
:2718422246_15,20.0
:2718422253_0,20.0
:2718422253_1,20.0
:2718422253_2,20.0
:2718422253_3,20.0
:2718422253_4,30.0
:2718422253_5,20.0
:2718422253_6,20.0
:2718422253_7,20.0
:2718422253_8,20.0
:2718422255_0,20.0
:2718422258_0,20.0
:2718422262_0,20.0
:2718422262_1,20.0
:2718422262_2,20.0
:2718422262_3,20.0
:2718422262_4,20.0
:2718422262_5,20.0
:2718422262_6,20.0
:2718422262_7,20.0
:2718422262_8,20.0
:2718422262_9,20.0
:2718422262_10,20.0
:2718422262_11,20.0
:2718422262_12,20.0
:2718422262_13,20.0
:2718422262_14,20.0
:2718422262_15,20.0
:2718422265_0,20.0
:2718422268_0,20.0
:2718422271_0,20.0
:2718422271_1,20.0
:2718422271_2,20.0
:2718422271_3,20.0
:2718422271_4,20.0
:2718422271_5,20.0
:2718422271_6,20.0
:2718422271_7,20.0
:2718422271_8,20.0
:2718422271_9,20.0
:2718422271_10,20.0
:2718422271_11,20.0
:2718422271_12,20.0
:2718422271_13,20.0
:2718422271_14,20.0
:2718422271_15,20.0
:2718422281_0,20.0
:2718422281_1,20.0
:2718422281_2,20.0
:2718422281_3,20.0
:2718422281_4,20.0
:2718422281_5,20.0
:2718422281_6,20.0
:2718422281_7,30.0
:2718422281_8,20.0
:2718422482_0,20.0
:2718422482_1,20.0
:2718422482_2,20.0
:2718422482_3,20.0
:2718422482_4,20.0
:2718422482_5,20.0
:2718422482_6,20.0
:2718422482_7,20.0
:2718422482_8,20.0
:2718422485_0,20.0
:2718422494_0,20.0
:2718422494_1,20.0
:2718422494_2,20.0
:2718422494_3,20.0
:2718422494_4,20.0
:2718422494_5,20.0
:2718422494_6,20.0
:2718422494_7,20.0
:2718422494_8,20.0
:2718422505_0,20.0
:2718422522_0,20.0
:2718422522_1,20.0
:2718422522_2,20.0
:2718422522_3,20.0
:2718422522_4,20.0
:2718422522_5,20.0
:2718422522_6,20.0
:2718422522_7,20.0
:2718422522_8,20.0
:2718422522_9,20.0
:2718422522_10,20.0
:2718422522_11,20.0
:2718422522_12,20.0
:2718422522_13,20.0
:2718422522_14,20.0
:2718422522_15,20.0
:2718422553_0,20.0
:2718422553_1,20.0
:2718422553_2,20.0
:2718422553_3,20.0
:2718422553_4,20.0
:2718422553_5,20.0
:2718422553_6,20.0
:2718422553_7,20.0
:2718422553_8,20.0
:2718422571_0,20.0
:2718422574_0,20.0
:2718422574_1,20.0
:2718422574_2,20.0
:2718422574_3,20.0
:2718422574_4,20.0
:2718422574_5,20.0
:2718422574_6,20.0
:2718422574_7,30.0
:2718422574_8,20.0
:2718422582_0,20.0
:2718422602_0,20.0
:2718422602_1,20.0
:2718422602_2,20.0
:2718422602_3,20.0
:2718422602_4,36.666666666666664
:2718422602_5,20.0
:2718422602_6,20.0
:2718422602_7,20.0
:2718422602_8,20.0
:2718422618_0,20.0
:2718422618_1,20.0
:2718422618_2,20.0
:2718422618_3,36.666666666666664
:2718422628_0,20.0
:2718422628_1,73.33333333333333
:2718422628_3,30.0
:2718422628_4,20.0
:2718422682_0,36.666666666666664
:2718422682_1,20.0
:2718422682_2,20.0
:2718422682_3,20.0
:2718422713_0,20.0
:2718422713_1,20.0
:2718422713_2,20.0
:2718422713_3,20.0
:2718422713_4,20.0
:2718422713_5,20.0
:2718422713_6,20.0
:2718422713_7,36.666666666666664
:2718422713_8,20.0
:2718422928_0,60.0
:2718422928_2,20.0
:2718422928_3,20.0
:2718422928_4,20.0
:2718422938_0,30.0
:2718422938_1,20.0
:2718422938_7,20.0
:2718422938_2,20.0
:2718422938_3,20.0
:2718422938_4,20.0
:2718422938_5,20.0
:2718422938_6,30.0
:2818504262_0,73.33333333333333
:2818504262_2,36.666666666666664
:2818504262_3,20.0
:2818504262_4,20.0
:2818760559_0,20.0
:2818760559_1,20.0
:2818760559_2,20.0
:2818760559_3,20.0
:2818760559_4,20.0
:2818760568_0,20.0
:2818760568_1,20.0
:2818760568_2,20.0
:2818760568_3,20.0
:2818760574_0,20.0
:2818760574_1,20.0
:2818760574_2,20.0
:2818760574_9,20.0
:2818760574_10,20.0
:2818760574_3,20.0
:2818760574_4,20.0
:2818760574_5,20.0
:2818760574_6,20.0
:2818760574_7,20.0
:2818760574_8,20.0
:2818760574_11,20.0
:2818760577_0,30.0
:2818760577_1,20.0
:2818760577_2,20.0
:2818760577_9,20.0
:2818760577_10,20.0
:2818760577_3,20.0
:2818760577_4,20.0
:2818760577_5,20.0
:2818760577_6,20.0
:2818760577_7,30.0
:2818760577_8,20.0
:2818760577_11,20.0
:2818760583_0,20.0
:2818760583_1,30.0
:2818760583_2,20.0
:2818760583_3,20.0
:2818760583_16,20.0
:2818760583_17,20.0
:2818760583_4,20.0
:2818760583_5,20.0
:2818760583_6,20.0
:2818760583_7,20.0
:2818760583_8,20.0
:2818760583_9,30.0
:2818760583_10,20.0
:2818760583_11,20.0
:2818760583_18,20.0
:2818760583_19,20.0
:2818760583_12,20.0
:2818760583_13,20.0
:2818760583_14,20.0
:2818760583_15,20.0
:2818760718_0,20.0
:2818760718_1,73.33333333333333
:2818760718_3,20.0
:2818760718_4,20.0
:2818760718_5,20.0
:2818760718_6,20.0
:2818760718_7,20.0
:2818760718_8,20.0
:2818760718_9,20.0
:2818760963_0,20.0
:2818760963_1,20.0
:2818760963_2,20.0
:2818760966_0,20.0
:2818760966_1,36.666666666666664
:2818760966_2,20.0
:2818760966_3,20.0
:2818760986_0,20.0
:2818760986_1,20.0
:2818760986_2,20.0
:2818760986_9,20.0
:2818760986_3,20.0
:2818760986_4,20.0
:2818760986_5,20.0
:2818760986_10,20.0
:2818760986_11,20.0
:2818760986_6,20.0
:2818760986_7,20.0
:2818760986_8,20.0
:2818761434_0,20.0
:2818761434_1,20.0
:2818761434_2,20.0
:2818761434_3,110.0
:2819752607_0,20.0
:2819752607_1,110.0
:2819752607_4,36.666666666666664
:2819752607_5,40.0
:2819753004_0,20.0
:2819753004_1,20.0
:2819753004_2,20.0
:2819753004_3,110.0
:2819753263_0,20.0
:2819753263_1,20.0
:2819753263_2,30.0
:2819753264_0,73.33333333333333
:2819753264_2,20.0
:2819753264_3,20.0
:2819753264_4,20.0
:2819753413_0,20.0
:2819753413_1,30.0
:2819753413_2,20.0
:2819753413_9,20.0
:2819753413_3,30.0
:2819753413_4,20.0
:2819753413_5,20.0
:2819753413_10,20.0
:2819753413_11,20.0
:2819753413_6,20.0
:2819753413_7,20.0
:2819753413_8,20.0
:2819755442_0,36.666666666666664
:2819755442_1,36.666666666666664
:2819756742_0,20.0
:2819756742_1,20.0
:2819756789_0,20.0
:2819756789_1,20.0
:2819756789_2,20.0
:2819756789_3,20.0
:2819756789_4,20.0
:2819756789_5,20.0
:2819756789_6,20.0
:2819756789_7,20.0
:2819756789_8,20.0
:2819756901_0,20.0
:2819756901_1,110.0
:2819756901_4,20.0
:2819756901_5,20.0
:2819757148_0,20.0
:2819757148_1,20.0
:2819757148_2,20.0
:2819757148_3,20.0
:2819757148_4,20.0
:2819757148_5,20.0
:2819757148_6,20.0
:2819757148_7,20.0
:2819757148_8,20.0
:2819757195_0,20.0
:2819757195_1,73.33333333333333
:2819757195_3,20.0
:2819757195_4,30.0
:2819757195_5,20.0
:2819757195_6,20.0
:2819757195_7,20.0
:2819757195_8,30.0
:2819757195_9,20.0
:2819757197_0,20.0
:2819757197_1,20.0
:2819757475_0,20.0
:2819757475_1,20.0
:2819757475_2,20.0
:2819757475_3,20.0
:2819757475_4,20.0
:2819757475_5,20.0
:2819757475_6,20.0
:2819757475_7,20.0
:2819757475_8,20.0
:2819758210_0,30.0
:2819758210_1,20.0
:2819758210_2,20.0
:2819758210_3,20.0
:2819758210_4,30.0
:2819758210_5,20.0
:2819758210_9,20.0
:2819758210_6,30.0
:2819758210_7,30.0
:2819758210_8,20.0
:2819758210_10,30.0
:2819758210_11,20.0
:2819758215_0,30.0
:2819758251_0,73.33333333333333
:2819758263_0,73.33333333333333
:2819759000_0,20.0
:2819759000_1,20.0
:2819759000_2,20.0
:2819759000_9,20.0
:2819759000_10,20.0
:2819759000_3,20.0
:2819759000_4,20.0
:2819759000_5,20.0
:2819759000_6,20.0
:2819759000_7,20.0
:2819759000_8,20.0
:2819759000_11,20.0
:2819759230_0,20.0
:2819759230_1,20.0
:2819759230_2,20.0
:2819759230_3,20.0
:2819759230_4,20.0
:2819759230_5,20.0
:2819759230_6,20.0
:2819759230_7,73.33333333333333
:2819759230_9,20.0
:2819759709_0,20.0
:2819759709_1,20.0
:2819759709_2,20.0
:2819759709_3,20.0
:2819759709_4,20.0
:2819759709_5,20.0
:2819759709_6,20.0
:2819759709_7,20.0
:2819759709_16,20.0
:2819759709_17,20.0
:2819759709_8,20.0
:2819759709_9,20.0
:2819759709_10,20.0
:2819759709_11,20.0
:2819759709_12,20.0
:2819759709_13,20.0
:2819759709_14,20.0
:2819759709_15,20.0
:2819759709_18,20.0
:2819759709_19,20.0
:2819759720_0,20.0
:2819759720_1,20.0
:2819759720_2,20.0
:2819759720_3,36.666666666666664
:2819759721_0,20.0
:2819759721_1,20.0
:2819759721_2,20.0
:2819759721_3,30.0
:2819759722_0,20.0
:2819759722_1,20.0
:2819759722_2,20.0
:2819759722_3,20.0
:2819759722_4,20.0
:2819759722_5,20.0
:2819759722_6,20.0
:2819759722_7,30.0
:2819759722_8,20.0
:2820123750_0,73.33333333333333
:2820123750_2,20.0
:2820123750_3,20.0
:2820123750_4,20.0
:2820123761_0,20.0
:2820123761_1,73.33333333333333
:2820123869_0,20.0
:2820123869_1,110.0
:2820123869_4,73.33333333333333
:2820123869_6,40.0
:2820123878_0,73.33333333333333
:2820123878_2,20.0
:2820123878_6,20.0
:2820123878_3,20.0
:2820123878_4,73.33333333333333
:2820123964_0,20.0
:2820124343_0,20.0
:2820124343_1,73.33333333333333
:2820124343_3,20.0
:2820124343_4,20.0
:2820124418_0,20.0
:2820124418_1,20.0
:2820124418_2,20.0
:2820124418_3,20.0
:2820124418_4,20.0
:2820124418_5,20.0
:2820124418_6,20.0
:2820124418_7,73.33333333333333
:2820124418_9,20.0
:2820124535_0,20.0
:2820124535_1,73.33333333333333
:2820124535_3,20.0
:2820124535_11,20.0
:2820124535_4,73.33333333333333
:2820124535_6,20.0
:2820124535_7,20.0
:2820124535_12,20.0
:2820124535_13,20.0
:2820124535_8,20.0
:2820124535_9,20.0
:2820124535_10,20.0
:2820125233_0,20.0
:2820125233_1,20.0
:2820125233_2,20.0
:2820125233_3,110.0
:2820701889_0,20.0
:2820701889_1,20.0
:2820701889_7,20.0
:2820701889_2,20.0
:2820701889_3,20.0
:2820701889_4,20.0
:2820701889_5,20.0
:2820701889_6,20.0
:2820706929_0,20.0
:2820706929_1,20.0
:2820706929_2,20.0
:2820706929_3,60.0
:2820706943_0,20.0
:2820706943_1,20.0
:2820706943_7,20.0
:2820706943_2,20.0
:2820706943_3,20.0
:2820706943_4,20.0
:2820706943_5,20.0
:2820706943_6,20.0
:2820707512_0,30.0
:2820707512_1,30.0
:2820707513_0,30.0
:2820707513_1,30.0
:2820707530_0,20.0
:2820707530_1,73.33333333333333
:2820707544_0,36.666666666666664
:2820707544_1,73.33333333333333
:2820707580_0,36.666666666666664
:2820707580_1,20.0
:2820707580_2,20.0
:2820707580_3,36.666666666666664
:2820707580_4,20.0
:2820707580_10,20.0
:2820707580_5,20.0
:2820707580_6,30.0
:2820707580_7,36.666666666666664
:2820707580_8,36.666666666666664
:2820707580_9,20.0
:2820707580_11,20.0
:2820707582_0,20.0
:2820707582_1,36.666666666666664
:2820707582_2,20.0
:2820707582_9,20.0
:2820707582_3,20.0
:2820707582_4,30.0
:2820707582_5,20.0
:2820707582_6,36.666666666666664
:2820707582_7,20.0
:2820707582_8,20.0
:2820707582_10,20.0
:2820707582_11,20.0
:2820707585_0,20.0
:2820707585_1,30.0
:2820707585_2,20.0
:2820707585_3,20.0
:2820707585_4,30.0
:2820707585_5,20.0
:2820707585_6,30.0
:2820707585_7,20.0
:2820707585_8,20.0
:2820707586_0,36.666666666666664
:2820707586_1,36.666666666666664
:2820707586_2,20.0
:2820707586_9,20.0
:2820707586_3,30.0
:2820707586_4,20.0
:2820707586_5,36.666666666666664
:2820707586_6,20.0
:2820707586_7,36.666666666666664
:2820707586_8,20.0
:2820707586_10,20.0
:2820707587_0,20.0
:2820707587_1,36.666666666666664
:2820707587_2,73.33333333333333
:2820707587_4,20.0
:2820707588_0,20.0
:2820707588_1,30.0
:2820707588_2,20.0
:2820707588_3,20.0
:2820707588_4,36.666666666666664
:2820707588_5,20.0
:2820707588_6,30.0
:2820707588_7,20.0
:2820707588_8,20.0
:3147034315_0,20.0
:3147034315_1,20.0
:3147034315_2,20.0
:3147034315_9,20.0
:3147034315_10,20.0
:3147034315_3,20.0
:3147034315_4,20.0
:3147034315_5,20.0
:3147034315_6,20.0
:3147034315_7,20.0
:3147034315_8,20.0
:3147034315_11,20.0
:3393440456_0,20.0
:3393440456_1,20.0
:3393440456_2,20.0
:3393440456_3,20.0
:3393440458_0,20.0
:3393440458_1,20.0
:3393440458_2,20.0
:3393440458_3,20.0
:3393440459_0,20.0
:3393440459_1,20.0
:3393440459_2,20.0
:3393440459_3,20.0
:3393440459_4,20.0
:3393440459_5,20.0
:3393440466_0,20.0
:3393440466_1,20.0
:3393440466_2,20.0
:3393440466_3,20.0
:3394638865_0,20.0
:3394638865_1,20.0
:3394638865_2,20.0
:3394643019_0,20.0
:3394643019_1,20.0
:3394643019_2,20.0
:3394643022_0,20.0
:3394643022_1,20.0
:3394643022_2,20.0
:3394643022_3,20.0
:3394643022_6,20.0
:3394643022_4,20.0
:3394643022_5,20.0
:3394643022_7,20.0
:3394651111_0,20.0
:3394667524_0,20.0
:3394667524_1,20.0
:3394667524_2,20.0
:3394667524_3,20.0
:3394667524_4,20.0
:3394667524_5,20.0
:3394667524_9,20.0
:3394667524_6,20.0
:3394667524_7,20.0
:3394667524_8,20.0
:3394667524_10,20.0
:3394667524_11,20.0
:3394667528_0,20.0
:3394667528_1,20.0
:3394667528_2,20.0
:3394667528_3,20.0
:3394667528_4,20.0
:3394667528_5,20.0
:3394667528_6,20.0
:3394667528_7,73.33333333333333
:3394667528_9,20.0
:3394667529_0,20.0
:3394667529_1,20.0
:3394667529_2,20.0
:3394667529_3,20.0
:3394667529_4,30.0
:3394667529_5,20.0
:3394667529_6,20.0
:3394667529_7,20.0
:3394667529_8,20.0
:3394667559_0,20.0
:3394667559_1,20.0
:3394667559_2,20.0
:3394667559_9,20.0
:3394667559_10,20.0
:3394667559_3,20.0
:3394667559_4,20.0
:3394667559_5,20.0
:3394667559_6,20.0
:3394667559_7,20.0
:3394667559_8,20.0
:3394667559_11,20.0
:3394667975_0,20.0
:3394667975_1,20.0
:3394667975_2,20.0
:3394667975_3,20.0
:3394667975_16,20.0
:3394667975_17,20.0
:3394667975_4,20.0
:3394667975_5,20.0
:3394667975_6,20.0
:3394667975_7,20.0
:3394667975_8,20.0
:3394667975_9,20.0
:3394667975_10,20.0
:3394667975_11,20.0
:3394667975_18,20.0
:3394667975_19,20.0
:3394667975_12,20.0
:3394667975_13,20.0
:3394667975_14,20.0
:3394667975_15,20.0
:3394670205_0,20.0
:3394670205_1,20.0
:3394670205_2,20.0
:3394670205_9,20.0
:3394670205_10,20.0
:3394670205_3,20.0
:3394670205_4,20.0
:3394670205_5,20.0
:3394670205_6,20.0
:3394670205_7,20.0
:3394670205_8,20.0
:3394670205_11,20.0
:3394670206_0,20.0
:3394670206_1,20.0
:3394670206_2,20.0
:3394670206_9,20.0
:3394670206_3,20.0
:3394670206_4,20.0
:3394670206_5,20.0
:3394670206_10,20.0
:3394670206_11,20.0
:3394670206_6,20.0
:3394670206_7,20.0
:3394670206_8,20.0
:3394672699_0,20.0
:3394672699_1,20.0
:3394672699_2,20.0
:3394672699_3,20.0
:3394672699_4,20.0
:3394672699_5,20.0
:3394672699_6,20.0
:3394672699_7,20.0
:3394672699_8,20.0
:3394680813_0,20.0
:3394680813_1,20.0
:3394680813_2,20.0
:3394680813_3,20.0
:3394680813_4,20.0
:3394680813_5,20.0
:3394680813_9,20.0
:3394680813_6,20.0
:3394680813_7,20.0
:3394680813_8,20.0
:3394680813_10,20.0
:3394680813_11,20.0
:3394680814_0,20.0
:3394680814_1,20.0
:3394680814_2,20.0
:3394680814_3,20.0
:3394680814_7,20.0
:3394680814_4,20.0
:3394680814_5,20.0
:3394680814_6,20.0
:3394680816_0,20.0
:3394680816_1,20.0
:3394693971_0,20.0
:3394695465_0,20.0
:3394695465_1,20.0
:3394704387_0,20.0
:3394704387_1,20.0
:3394704387_2,20.0
:3394704387_3,20.0
:3394704387_4,20.0
:3394704387_5,20.0
:3394704387_6,20.0
:3394704387_7,20.0
:3394704387_16,20.0
:3394704387_17,20.0
:3394704387_8,20.0
:3394704387_9,20.0
:3394704387_10,20.0
:3394704387_11,20.0
:3394704387_12,20.0
:3394704387_13,20.0
:3394704387_14,20.0
:3394704387_15,20.0
:3394704387_18,20.0
:3394704387_19,20.0
:3394704392_0,20.0
:3394704392_1,20.0
:3394704392_2,20.0
:3394704392_3,20.0
:3394704392_4,30.0
:3394704392_5,20.0
:3394704392_9,20.0
:3394704392_6,30.0
:3394704392_7,20.0
:3394704392_8,20.0
:3394704392_10,20.0
:3394704392_11,20.0
:3394706698_0,20.0
:3394706698_1,20.0
:3394706698_2,20.0
:3394706698_9,20.0
:3394706698_3,20.0
:3394706698_4,20.0
:3394706698_5,20.0
:3394706698_10,20.0
:3394706698_11,20.0
:3394706698_6,20.0
:3394706698_7,20.0
:3394706698_8,20.0
:3394706868_0,30.0
:3394706868_1,20.0
:3394706868_2,20.0
:3394706868_9,20.0
:3394706868_10,20.0
:3394706868_3,20.0
:3394706868_4,20.0
:3394706868_5,20.0
:3394706868_6,20.0
:3394706868_7,30.0
:3394706868_8,20.0
:3394706868_11,20.0
:3394706870_0,20.0
:3394706870_1,20.0
:3394706870_2,20.0
:3394706870_9,20.0
:3394706870_10,20.0
:3394706870_3,20.0
:3394706870_4,20.0
:3394706870_5,20.0
:3394706870_6,20.0
:3394706870_7,20.0
:3394706870_8,20.0
:3394706870_11,20.0
:3394706871_0,20.0
:3394706871_1,20.0
:3394706871_2,20.0
:3394706871_3,73.33333333333333
:3394757309_0,36.666666666666664
:3394757309_1,73.33333333333333
:3640138064_0,30.0
:3640138064_1,73.33333333333333
:3640167654_0,40.0
:3640167654_2,73.33333333333333
:3640167654_4,110.0
:3640167654_7,20.0
:3640170444_0,20.0
:3640170467_0,20.0
:3640170467_1,20.0
:3640170467_2,20.0
:3640170467_9,20.0
:3640170467_3,20.0
:3640170467_4,20.0
:3640170467_5,20.0
:3640170467_10,20.0
:3640170467_11,20.0
:3640170467_6,20.0
:3640170467_7,20.0
:3640170467_8,20.0
:3640171060_0,20.0
:3640171097_0,20.0
:3640171097_1,20.0
:3640171097_2,20.0
:3640171097_3,20.0
:3640171097_16,20.0
:3640171097_17,20.0
:3640171097_4,20.0
:3640171097_5,20.0
:3640171097_6,20.0
:3640171097_7,20.0
:3640171097_8,20.0
:3640171097_9,20.0
:3640171097_10,20.0
:3640171097_11,20.0
:3640171097_18,20.0
:3640171097_19,20.0
:3640171097_12,20.0
:3640171097_13,20.0
:3640171097_14,20.0
:3640171097_15,20.0
:3640171151_0,20.0
:3640171151_1,73.33333333333333
:3640171151_3,20.0
:3640171151_4,20.0
:3640171155_0,20.0
:3640171184_0,73.33333333333333
:3640171184_2,20.0
:3640171184_3,20.0
:3640171184_4,20.0
:3640171326_0,20.0
:3640171326_1,20.0
:3640171326_2,20.0
:3640171326_3,20.0
:3640171326_4,20.0
:3640171326_5,20.0
